ID,Page ID,TOP,weight:battery:manufacture<>display size,,,,,,,hard driver:display size:processor class<>battery life,,,,,,,,,
Session 1,3926512511,84,71,83,91,87,79,,,19,20,33,77,88,75,,7,31,80
